x-coordinate,y-coordinate,Similarity_score
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01f1c0ed-d1af-4310-b8cc-1aeaa0b64c94.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0130e698-6de9-4359-aa23-2f8fe5645f1d.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0065d8f0-ac94-411c-b7f7-9e4a5dbb9aa5.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0035fe61-a079-4e0c-adaf-abb8f62e2a9a.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01cf7e9d-f6fa-4816-bfa5-2706ed7bfba1.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01c1445f-51a4-4588-9cbe-099b0f6fe5d8.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/001c0740-7c98-46c0-b047-7f92540c8ed6.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0005e42d-4e68-4f1d-bf35-a0a4fb5fc7e6.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0213764b-c6a1-4aa1-9943-7ff97e1e27b6.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0144c3ed-dccf-4b45-ba13-daf8eff92049.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/006f6940-332c-43ef-80e2-4f8156bcac99.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/009a5d88-b2d6-4821-90ec-6dc691a60abb.json,0.875
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01df3919-0352-42ec-9f4f-b3432bc5cd9f.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01691886-6eb7-4846-802d-7e1c4e9389aa.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/007bf577-0e87-4f4e-bdc8-08dffdf6a304.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00ab07e5-b31d-4e39-863f-a3947496b25b.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01eab215-dc4c-45d4-ba5e-d11cb3916146.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/001261ab-1d07-4afc-93b6-a5e058c9dd1a.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/005f6a08-24a6-464f-ad96-2fd1f7c6500a.json,0.875
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/015a92bc-b653-410d-81be-e2313c97ca37.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0217970a-b1b2-4aae-bf98-7473ebf1207c.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01c1c428-2cb8-4010-934a-021a812355e0.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/016f9cfb-12a3-4160-af60-4a95c91d3c18.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0128ec12-ae39-41f6-bf38-8f525797afdd.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0137ce41-d20b-46d7-a474-54278475e476.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0168606f-1809-4b68-a7db-e0fc2a1759e9.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00363785-b8bc-44ee-9c59-1b7cba0f8cc6.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01d9eb3f-2775-486a-9828-ef6f9fd7e212.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01b73323-1087-4c44-b1ee-741e0a216b83.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/022b2551-930c-45b5-ba1a-a24e7ee6abdf.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0050df87-76be-4051-a7d0-a3ae03e59830.json,0.75
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/011c43fe-755a-482a-ba4c-2b51e6241020.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/009166ba-cb92-415b-98dc-6da280edb1c9.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/006c887d-21c1-4b08-83c3-779c4e1d6689.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/001f32c0-d256-4e53-962b-bae2e4a4edc0.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0013b648-220f-4d7c-a577-56e13037f7be.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00379ee1-9a28-4bb2-9d5e-5e7cd3a95ebf.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01358aaa-2923-4d28-8061-2836346b07c3.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00f23834-1810-439d-aee9-c6d45583d122.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01de34b6-ae2c-494f-ae62-ab8c20626c8e.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01c0df16-f14b-40e6-bf4a-8762faa78772.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/013f9147-5661-4630-8c67-4f735136bc38.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/012297c5-5cd6-4188-8aac-e2261bad7855.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00e851a2-2274-491e-9e59-8f0eb46a26ab.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/005b59a7-8b0d-4d75-8740-24e279006e70.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0189e13b-223e-4652-b29f-4faade3e7e22.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00ab1f45-7739-4349-8927-682568e7386d.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/015c4b1b-eddb-47c7-b3e0-356737712f2a.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/011e3c53-275d-44f3-a890-598b5d7b4587.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00e62a1c-184e-4fdc-8c83-43ab19e70db8.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01c27299-1de5-4666-859f-f2760cddfe4a.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/014beefb-c5dd-46f5-99f3-3366b3bdcdf6.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00768434-b588-423a-b6ed-63f8a8f76970.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/013af422-ba13-4dae-98c8-e3ea6921a672.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0222f0a5-ed57-4333-86d3-21a8d8155121.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01a3154d-6192-451a-9f2a-24c2b1bea573.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/003817f8-9102-4f95-bf49-8a6eda425388.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00498bcc-a695-4f81-b1fb-c1c38f257194.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00288678-7ae4-45ec-a9ad-b067de91d101.json,0.75
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0207577e-2895-464a-ad28-445e247745bf.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0116d90c-7106-44ad-b726-6bd0f5d52d7f.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/016ef969-f83f-4067-91cf-cc6cdaef4084.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01ab5559-3c92-429c-90c0-c03f105e49f0.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/011917aa-aa22-4af2-af38-dc1492d45dee.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/02088674-b737-445e-bb5d-0c849b6638d5.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00416f24-0d73-487a-8393-72affef71fa0.json,0.75
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01ed6c72-9a28-458b-b2eb-7486c4c97383.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0219f2e4-861e-483e-9fc2-c4a868a1d98d.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00f43c49-9c61-4395-8c3f-2fbafa294b80.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00f1b9da-256f-4375-823b-27103b1be4ff.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00f69a90-2711-429c-927d-f317e1e29532.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00b167f0-026b-4b60-aa51-efa3b81858af.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01b1a034-129d-4018-9e98-61f80919db12.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00ea6c15-c40f-4ab9-bb13-a11aba95cb11.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0017ed73-c8e1-45b1-a57a-6710122a9cde.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/002e2137-fac9-4dcd-b057-53092f265fb0.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01110bbf-7173-4449-a08b-275894a26ead.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01d53d6e-0d6a-4796-9c3f-8d974fd6447b.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/01dec31d-1a3f-44d5-80e8-c818287f5f6e.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010a25c7-f95e-4f1a-b0b0-5dc803b8a97b.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0086b418-6e1e-479c-becf-ba7d5d4d1165.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/017e5486-f71d-46d1-9f51-8bec9f50820c.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/022a382e-fca6-4f3c-8c92-a05b7202f638.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00bd07e8-e36e-467e-ad72-35f3d6fd36c6.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0031eeba-2586-423d-9f4a-351234eef4b3.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0125df9e-6a6e-443d-9b39-3688b08cfde3.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00ff03ab-224b-4514-9d76-3928ebcb4f1b.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/000cbee0-4d6f-4cce-ba40-8cca84da35cb.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0105027d-12da-48e6-81ce-8c5d860a0fc5.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/00870d0c-2f90-4e67-b3f3-c393b98d68f3.json,0.875
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0122aad4-de21-42d3-862d-8036f33cfc3b.json,0.96875
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/004dc7df-f49d-4d29-a08a-657c42c6a1ed.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/012a3bd0-80a7-4f72-a0e3-ade6c3610c3e.json,0.9375
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/0002e2f1-6720-42e7-8d9f-9a8d50e8a56f.json,0.8125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/008978c5-4cdc-434e-a083-79530f5dd6d1.json,0.78125
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/022e5a52-30ab-4fb0-83a0-11b3b3057fd0.json,0.90625
/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/010506a2-7a38-48b0-8eb6-f2e912c88b23.json,/Users/carlos/Documents/GitHub/DSCI550_Project/data/tika_json/dir_001/006f3dd2-a4ca-40ce-b009-e5e4a50704d8.json,0.78125
